Sample Input,Translation,Ground Truth
"In the early days of Plauen lace, fashion played a large role, then it was replaced by the home textile industry – and now it is being rediscovered as a niche.","In den frühen Zeiten der Plauen-Schnüre spielte die Mode eine große Rolle, dann wurde sie durch die Heimtextilienindustrie ersetzt – und jetzt wird sie als Nische wiederentdeckt.","In den Anfangszeiten der Plauener Spitze spielte Mode eine größere Rolle, wurde dann durch die Heimtextilindustrie verdrängt - und wird jetzt als Nische wiederentdeckt."
"Reinhardt gave a few examples: lace in decoration, for accessories such as bags and for traditional costumes.","Reinhardt gab ein paar Beispiele: Schnüren in Dekoration, für Accessoires wie Taschen und für traditionelle Kostüme.","Reinhardt nennt einige Beispiele: Spitze in Schmuck, bei Accessoires wie Taschen und bei regionalen Trachten."
"Generally, so-called vintage fashion, based on style eras from the past, is producing an increasing potential for orders.","Generell produziert die so genannte Vintage-Mode, basierend auf Stil-ras aus der Vergangenheit, ein wachsendes Auftragspotential.","Überhaupt bilde die sogenannte Vintage-Mode, die sich an vergangene Stilepochen anlehnt, ein zunehmendes Auftragspotential."
Anyone in the textile industry in Germany who cannot serve a niche is no longer in the market.,"Wer in der Textilindustrie in Deutschland nicht eine Nische servieren kann, ist nicht mehr auf dem Markt.","Wer in der Textilbranche in Deutschland keine Nischen bedient, ist nicht mehr am Markt."
We are already getting half of all our contracts this way.,Wir bekommen bereits die Hälfte unserer Verträge auf diese Weise.,Bei uns machen sie bereits die Hälfte aller Aufträge aus.
"Modespitze Plauen, together with nine other businesses, is a member of the Plauener Spitze und Stickereien trade association.",Die Modespitze Plauen ist zusammen mit neun anderen Unternehmen Mitglied des Handelsverbandes Plauener Spitze und Stickereien.,Modespitze Plauen ist zusammen mit neun weiteren Unternehmen Mitglied im Branchenverband Plauener Spitze und Stickereien.
Only they are allowed to bear the protected label.,Nur sie dürfen das geschützte Etikett tragen.,Nur sie dürfen das geschützte Label tragen.
Sales have fallen by around 80 percent over the last 15 years.,Der Umsatz ist in den letzten 15 Jahren um etwa 80 Prozent zurückgegangen.,In den letzten 15 Jahren seien rund 80 Prozent des Umsatzes weggebrochen.
There are now hardly any private speciality shops or wholesalers.,Inzwischen gibt es kaum private Spezialitätengeschäfte oder Großhändler.,Private Fachgeschäfte und auch den Großhandel gibt es fast nicht mehr.
Our products hardly reach the customers over these channels.,Unsere Produkte erreichen die Kunden über diese Kanäle kaum.,Unsere Produkte erreichen den Kunden auf diesem Wege kaum noch.
Nowadays mass produced goods are manufactured much more cheaply in the Asian region and sold almost exclusively through chains.,Heute werden Massenwaren in der asiatischen Region viel billiger hergestellt und fast ausschließlich über Ketten verkauft.,Die Massenware werde heutzutage im asiatischen Raum viel billiger hergestellt und fast ausschließlich über Ketten vertrieben.
Furthermore exports to Russia and the USA are currently weakening slightly.,Darüber hinaus schwächen die Exporte nach Russland und in die USA derzeit etwas.,"Außerdem schwächle der Export, aktuell nach Russland und in die USA."
This is enough reason for new directions.,Das ist genügend Grund für neue Richtungen.,Genügend Gründe also für neue Wege.
"The trade association is also trying to score with environmental consciousness, as Cordelia Bauer of Stickperle in Falkenstein explains. ""As of this year we have implemented a seal of quality which shows that our production is ecologically and socially compatible.","Der Handelsverband versucht auch, mit Umweltbewusstsein zu rechnen, wie Cordelia Bauer von Stickperle in Falkenstein erklärt: „Als dieses Jahr haben wir ein Qualitätssiegel implementiert, das zeigt, dass unsere Produktion ökologisch und sozial kompatibel ist.","Der Branchenverband versucht auch durch Umweltbewusstsein zu punkten, wie Cordula Bauer von der Stickperle in Falkenstein erklärt: ""Seit diesem Jahr führen wir ein Qualitätssiegel, das zeigt, dass wir ökologisch und sozial verträglich produzieren""."
"Reinhardt added, ""This also applies to the materials we use"".","Reinhardt fügte hinzu: ""Das gilt auch für die Materialien, die wir verwenden"".","Reinhardt ergänzt: ""Das bezieht sich auch auf die verwendeten Materialien""."
Qualified designer Ute Schmidt teaches in the faculty for applied arts at the Schneeberg branch of the West Saxony University of Zwickau and specialises in embroidery and lace.,Qualifizierter Designer Ute Schmidt lehrt an der Fakultät für angewandte Kunst an der Schneeberg-Abteilung der Westsächsischen Universität Zwickau und spezialisiert sich auf Stickereien und Stiefel.,Diplomdesignerin Ute Schmidt lehrt an der Schneeberger Außenstelle der Westsächsischen Hochschule Zwickau - an der Fakultät für angewandte Kunst - und ist auf Stickereien und Spitzen spezialisiert.
In order to face the competition from the Asian regions one has to find high-quality and innovative products.,"Um sich dem Wettbewerb der asiatischen Regionen stellen zu können, muss man hochwertige und innovative Produkte finden.","Um der Konkurrenz aus dem asiatischen Raum etwas entgegenzusetzen, muss man hochwertige und innovative Produkte finden."
That takes time and courage.,Das braucht Zeit und Mut.,Das braucht Zeit und Mut.
"There is a field of tension between the designers' newest ideas and businesses, who must think primarily in commercial terms,"" says Schmidt.","Es gibt ein Spannungsfeld zwischen den neuesten Ideen der Designer und den Unternehmen, die in erster Linie kommerziell denken müssen"", sagt Schmidt.","Es entsteht ein Spannungsfeld zwischen den frischesten Ideen der Designer und den Betrieben, die vor allem wirtschaftlich denken müssen"", sagt Schmidt."
This is why existing designs are often only slightly varied in order to keep core customers.,"Deshalb sind die bestehenden Designs oft nur geringfügig variiert, um Kernkunden zu erhalten.","Deshalb werde ein bestehendes Design oftmals nur leicht variiert, um einen Kundenstamm zu halten."
A few years ago textile designer Kati Reuter revitalised the historic snowball lace.,Vor einigen Jahren hat der Textildesigner Kati Reuter den historischen Schneeballstreifen wiederbelebt.,Vor einigen Jahren belebte Textildesignerin Kati Reuter die historische Schneeballspitze neu.
The machines embroider small beads in selected places.,Die Maschinen vermischen kleine Perlen an ausgewählten Orten.,Dabei stickt die Maschine an einigen Stellen kleine Kügelchen.
"Plauen master goldsmith Bianca Hallebach-Krauße was inspired by this. ""In the past I had no use for traditional Plauen lace"".","Die Plauenmeisterin Bianca Hallebach-Krauße war davon inspiriert: ""In der Vergangenheit hatte ich keinen Sinn für traditionelle Plauen-Schnüre"".","Die Plauener Goldschmiedemeisterin Bianca Hallebach-Krauße ließ sich davon inspirieren: ""Vorher konnte ich mit traditioneller Plauener Spitze nichts anfangen""."
Now she uses the snowball lace for her jewellery.,Jetzt nutzt sie die Schneeball-Schnüre für ihren Schmuck.,Jetzt verwendet sie die Schneeballspitze für ihren Schmuck.
Using an elaborate process she embosses the pattern in silver.,Mit einem aufwändigen Verfahren schmückt sie das Muster in Silber.,In einem aufwendigen Verfahren prägt sie das Muster in Silber.
"""Many people in the region identify themselves with Plauen lace – young and old,"" says Reuter.","""Mannige Menschen in der Region identifizieren sich mit Plauen lace – jung und alt"", sagt Reuter.","""Viele Menschen der Region identifizieren sich mit dem Thema Plauener Spitze - jung und alt"", sagt Reuter."
"She also delivers to the USA, Australia and Finland – primarily to customers whose forefathers lived in Plauen and the surrounding area and who want to have a memento.","Sie liefert auch in die USA, Australien und Finnland – vor allem an Kunden, deren Vorfahren in Plauen und Umgebung lebten und ein Memorandum haben möchten.","Sie liefert auch in die USA, nach Australien und nach Finnland - vor allem an Kunden, deren Vorfahren in Plauen und Umgebung gelebt haben und die ein Erinnerungsstück möchten."
So with my jewellery I see myself as a modern ambassador for Plauen lace.,Mit meinem Schmuck sehe ich mich also als modernen Botschafter für Plauen lace.,Damit sehe ich meinen Schmuck als modernen Botschafter der Plauener Spitze.
"Disney plans new ""Mary Poppins"" film","Disney plant einen neuen ""Mary Poppins"" Film","Disney plant neuen ""Mary Poppins""-Film"
"You shouldn't interfere with legends, but Disney is daring to make a new film of the classic ""Mary Poppins"" anyway.","Sie sollten sich nicht in Legenden einmischen, aber Disney wagt es trotzdem, einen neuen Film des klassischen ""Mary Poppins"" zu machen.","Legenden soll man ja nicht anrühren, aber Disney wagt sich trotzdem an einen neuen Film seines Klassikers ""Mary Poppins""."
"But according to ""Entertainment Weekly"" it is not going to be a remake but a sort of sequel, set 20 years after the first film with the magical nanny.","Aber laut ""Entertainment Weekly"" wird es nicht ein Remake, sondern eine Art Fortsetzung, gesetzt 20 Jahre nach dem ersten Film mit der magischen Nanny.","Dabei geht es laut ""Entertainment Weekly"" allerdings nicht um eine Neuverfilmung, sondern um eine Art Fortsetzung, die 20 Jahre nach dem ersten Film mit dem magischen Kindermädchen spielt."
It is about the nanny's experiences with the Banks family in the time of the Great Depression in England.,Es geht um die Erfahrungen der Jungfrau mit der Familie Banks in der Zeit der Großen Depression in England.,Es geht um die Erfahrungen der Nanny mit der Familie Banks in Zeiten der Weltwirtschaftskrise in England.
"Who is going to take the role of Mary Poppins, played 50 years ago by Julie Andrews, is not yet certain.","Wer wird die Rolle von Mary Poppins übernehmen, die vor 50 Jahren von Julie Andrews gespielt wurde, ist noch nicht sicher.","Wer Poppins mehr als 50 Jahre nach Julie Andrews spielt, ist noch unklar."
"But the director has been decided: Rob Marshall, whose most recent film was ""Into the Woods"".","Aber der Regisseur wurde beschlossen: Rob Marshall, dessen jüngster Film ""Into the Woods"".","Aber der Regisseur steht schon fest: Rob Marshall, zuletzt mit ""Into the Woods"" im Kino."
Xi urges to open economy wider to world,Xi drängt auf die ffnung der Wirtschaft für die Welt,"Xi drängt darauf, die Wirtschaft breiter für die Welt zu öffnen"
"The economy must open wider to the outside world to fuel growth, President Xi Jinping told a group tasked with steering reform on Tuesday.","Die Wirtschaft muss sich der Außenwelt breiter öffnen, um das Wachstum anzukurbeln, sagte Präsident Xi Jinping einer Gruppe, die am Dienstag mit der Steuerung der Reform beauftragt war.","Die Wirtschaft muss sich breiter nach außen hin öffnen, um Wachstum zu fördern, sagte Präsident Xi Jinping am Dienstag einer Gruppe, die mit der Lenkung der Reform beauftragt wurde."
"""China should be committed to attracting foreign investment and expertise, and improve opening-up policies,"" he said, addressing the 16th Meeting of the Central Leading Group for Deepening Overall Reform.","""China sollte sich engagieren, ausländische Investitionen und Expertise anzuziehen und die ffnungspolitik zu verbessern"", sagte er bei der 16. Tagung der zentralen Führungsgruppe für die Vertiefung der Gesamtreform.","""China sollte sich dafür einsetzen, ausländische Investitionen und Know-how anzulocken und die Strategien für Geschäftsgründungen zu verbessern"", sagte er in einer Ansprache bei der 16. Sitzung der Zentralen Führungsgruppe für die Vertiefung einer umfassenden Reform."
"Promoting opening up while pushing forward reforms will add new impetus and vitality, and provide new room for economic growth, Xi said.","Die Förderung der ffnung, während Reformen vorangetrieben werden, wird neue Impulse und Vitalität geben und neue Raum für Wirtschaftswachstum geben, sagte Xi.","Neugründungen zu fördern und Reformen voranzutreiben wird neuen Schwung und Vitalität herbeiführen und neuen Platz für das Wirtschaftswachstum bieten, sagte Xi."
